is_list,major_name,major_description,studycheck_link,university_link,category,subcategory,major_category,university,location,degree_type,degree_label,language,duration_of_study,rating_amount,rating,recommendation_rate
True,Marketing & Digitale Medien,"
 1. Semester Management Basics Grundlagen der BWL, VWL, Recht und Entrepreneurship Einführung wissenschaftliches Arbeiten Kompetenz- & Selbstmanagement Berufserfolg und -anforderungen Persönlichkeit Kompetenzen Selbstmanagement Grundlagen Marketing & Media  Grundlagen des Marketing und von Off- & Online-Medien Multi-Channel-Marketing Einführung Mathematik Finanzmathematik Lineare Algebra Integralrechnung 2. Semester Kostenrechnung & Buchführung Kosten- und Leistungsrechnung Doppelte Buchführung EDV-gestützte Buchführung Online-Marketing Instrumente innerhalb des Online-Marketings Konzeption eines Online-Marketingplans Zusammenarbeit mit Dienstleistern im Online-Marketing-Bereich Klassische Werbung Print Elektronische Medien Out-of-home Media Streuplan Wissenschaftliches Arbeiten Ablaufplanung - Selbst-/Zeitmanagement Formvorschriften Forschungsmethoden 3. Semester Customer-Relationship-Management Analyse, Ziele & Strategien im CRM Instrumente und Kontrolle im CRM Marktforschung Grundlagen der Marktforschung Explorative und experimentelle Untersuchungen Querschnitts- und Längsschnittuntersuchungen Social Media & Mobile Marketing Social Media Advertising Instrumente Community-Management Content-Marketing und Native Marketing Responsive Design vs. mobile Internetseite vs. Apps Mobile Commerce Wirtschaftspsychologie Finanzpsychologie Arbeitspsychologie Organisationspsychologie Markt- und Konsumpsychologie 4. Semester Usability/ Webdesign/ Webanalytics User Experience und Interaction Design Usability Engineering Webdesign und Webanalytics Dienstleistungsmarketing Umfeldanalyse Qualitätsmanagement bei Dienstleistungen Operatives Marketing Marketing Controlling Marketing Intelligence Marketing Intelligence als digitales Marketing-Prozessmanagement Wissensmanagement Big Data / Smart Data Wissenschaftliche Methoden – quantitative Datenanalyse Statistische Software Durchführung einer quantitativen wissenschaftlichen Analyse 5. Semester Content-Management-Systeme Enterprise Content Management Siteplanung Aufbau und grundlegende Funktionsweise der Webprogrammierung Fallstudie: Umsetzung anhand eines WCMS Systems Projekt (Aufbau, Vermarktung Websites, Webshop) Methoden der (Werbe-)Erfolgskontrolle im Online-Marketing Prinzipien zur Evaluation von Projekten Untersuchungsmethoden Marketing Controlling Ziele, Entscheidungsbestände und Verfahren des Marketingcontrollings Kennzahlen & Kennzahlensysteme Möglichkeiten des Marketingcontrollings im Web 2.0 Crossmedia-Management Crossmedia Strategien Ermittlung und Aufstellung einer Crossmedia Kampagne Zielgruppen geeignete Mediengattungen 6. Semester Marketing & eBusiness Nutzenpotentiale aus Anbieter- und Kundenperspektive Bausteine des Electronic Marketings Mulit-Channel-Management Projekt Marketingplanung   Strategische Marketingplanung Operative Marketingplanung und Marketingmix Konzeption & Pitch Wirtschafts-/Unternehmensethik   Moral und Ethik Werte Philosophische Grundlagen Ethik und Ökonomie Wissenschaftliche Methoden – Qualitativ Zentrale Prinzipien der qualitativen Forschung Gütekriterien der qualitativen Forschung Praktische Umsetzung der qualitativen Forschung Business & Commercial English Business communication: speaking, writing, reading, listening Cultural differences in business practice 7. Semester IT- & Medienrecht IT-Recht und Compliance Telemedienrecht, Urheberrecht, Persönlichkeitsrecht Datenschutz IT-Sicherheit im Unternehmen Bachelor-Thesis/Kolloquium Abschlussarbeit Kolloquium 
",https://www.studycheck.de/studium/marketing/fom-19220,https://www.fom.de/studiengaenge/wirtschaft-und-management/bachelor-studiengaenge/marketing-und-digitale-medien.html,Medien & Kommunikation,Medienwissenschaften,Digitale Medien,FOM Hochschule,25 Standorte,B.A.,Bachelor of Arts,Deutsch,7 Semester,131,3.9,0.92
True,Pflege & Digitalisierung,"
 Im  1. und 2. Semester  müssen keine Module absolviert werden. Durch Anrechnung aus der Pflegeausbildung erfolgt der Einstieg direkt in das 3. Semester. 3. Semester Grundlagen Pflegemanagement Lern- und Arbeitstechniken Grundlagen der Pflegewissenschaft Einführung Wissenschaftliches Arbeiten   4. Semester Terminologie der digitalen Pflege Beratungs- und Gesprächskompetenz Digitale Pflege & Informationstechnologien Pflegepädagogik 5. Semester Digitale klinische Prozesse Führung & Kompetenzen in der Pflege Recht im Gesundheits- und Sozialwesen BGM in der Pflege 6. Semester Digital Change Management Case Management Ethik im Gesundheits- und Sozialwesen Qualitätsmanagement in der Pflege 7. Semester Seminar zur Bachelor-Thesis Bachelor-Thesis/Kolloquium 
",https://www.studycheck.de/studium/pflege/fom-24645,https://www.fom.de/die-studiengaenge/gesundheit-und-soziales/bachelor-studiengaenge/pflege-und-digitalisierung.html,Medien & Kommunikation,Medienwissenschaften,Digitale Medien,FOM Hochschule,Essen,B.A.,"Bachelor of Arts
                                        Abschluss wird vergeben durch
                    : FOM Hochschule",Deutsch,5 Semester,0,NA,NA
False,Informatik - Digitale Medien und Spiele,"
            Alle Absolventen des Fachbereichs werden unabhängig von ihrer individuellen Spezialisierung in gleichem Maße auf softwareorientierte Berufsbilder mit wechselnden Anforderungen im IT-Arbeitsmarkt vorbereitet. Dies erreichen wir durch einen für alle Bachelor-Studiengänge identischen Kern des Studienablaufplans.
        ",https://www.studycheck.de/studium/digitale-medien-und-spiele/hs-trier-14984,https://www.hochschule-trier.de/informatik/studium/informatik-bachelor,Medien & Kommunikation,Medienproduktion,Digitale Medien und Spiele,Hochschule Trier,Trier,B.Sc.,Bachelor of Science,Deutsch,6 Semester,11,3.9,0.82
True,Medien- und Spielekonzeption,"
 1. Semester Sie wählen 2 x Spezialisierungen z.B. aus: Game & Interaction, Web & Crossmedia, Film & Audio, Software & Data 3 x Pflichtfächer: Medientheorie: Mediengeschichte / Ethik und Wirkungsforschung / Rhetorische Konzepte. Wissensmanagement: Teamcoaching / Wie organisieren und bewahren wir Wissen? Theorieprojekt: Eine Arbeit über ein selbstgewähltes Thema aus Theorie und Wissenschaft. 2. Semester  Sie wählen 2 x Spezialisierungen z.B. aus: Game & Interaction, Web & Crossmedia, Film & Audio, Software & Data 3 x Pflichtfächer: Ludologie: (Digitale) Spiele wissenschaftlich betrachten. Wissensvermittlung: Teamcocaching / Wie vermitteln wir Wissen durch Didaktik, Methodik?  Praxisprojekt: Durchführung eines praktischen Projekt / Analyse praktischer Forschung / Entrepreneurship. 3. Semester  Masterarbeit: Ihre Masterarbeit besteht aus der Masterthesis (eine schriftliche Arbeit mit einer Bearbeitungsdauer von fünf Monaten) sowie einem Masterkolloquium als Studienabschluss. Dazu individuelle Wahlpflichtmodule Diverse Wahlpflichtmodule aus dem Programm des Bachelorstudiengangs Medieninformatik, wenn Sie mit 180 ECTS aus einem vorangegangenen abgeschlossenen Studium zu uns kommen, z.B.: Mediengestaltung, Audiovisuelle Gestaltung, Grundlegende Informatik- und Programmierkenntnisse, Objektorientierte Programmiertechnik, Anwendungsprogrammierung, Computergrafik, Datenbanken, Human-Computer Interaction, Webprogrammierung, Projektmanagement 
",https://www.studycheck.de/studium/digitale-medien-und-spiele/hs-harz-20290,https://www.hs-harz.de/medien-und-spielekonzeption-ma/,Medien & Kommunikation,Medienproduktion,Digitale Medien und Spiele,Hochschule Harz,Wernigerode,M.A.,Master of Arts,Deutsch,3 - 4 Semester,6,4.5,1.0
True,Mechatronik und Digitale Produktion,"
 1. Semester Einführung in Mechatronik und Digitale Produktion Konstruktion und BWL Physikalische und elektrotechnische Grundlagen Einführung in die Programmierung Mathematik 1 Grundlagen Werkstofftechnik 2. Semester Mathematik Grundlagen der Technischen Mechanik Elektrotechnik Physik Grundlagen der Informatik Mathematik 2 Grundlagen der Produktions- und Fertigungstechnik 3. Semester Zum 3. Semester haben Sie die Wahl zwischen folgenden Vertiefungen A oder B: A: Mechatronik B: Produktion A:  Mechatronik Vertiefungsmodul 1 Objektorientierte Modellierung und Programmierung Vertiefungsmodul 2 Elektronik B:  Produktion Vertiefungsmodul 1 Grundlagen der digitalen Produktion Vertiefungsmodul 2 Zerspanungstechnik und Präzisionsbearbeitung   Mess- und Steuerungstechnik Industrielle Maschinentechnik Dynamik Automatisierungtechnik 4. Semester Praktisches Studiensemester 5. Semester A:  Mechatronik Vertiefungsmodul 3 Regelungstechnik Vertiefungsmodul 4 Mikrocontrollertechnik Vertiefungsmodul 5 Methoden der Softwareentwicklung B:  Produktion Vertiefungsmodul 3 Werkzeugmaschinen und digitale Prozesse Vertiefungsmodul 4 Produktionstechnik Vertiefungsmodul 5 Thermodynamik und Strömungslehre   Antriebe und Sensoren Industrielle Steuerungen Jahresprojekt (Teil 1) 6. Semester A:  Mechatronik Vertiefungsmodul 6 Netzwerke Vertiefungsmodul 7 Digitale Signalverarbeitung Vertiefungsmodul 8 Wahlveranstaltung B : Produktion Vertiefungsmodul 6 Produktion und Logistik Vertiefungsmodul 7 Product Lifecycle Management und Prozessengineering Vertiefungsmodul 8 Digitalisierte Produktion   Robotik Wahlpflichtmodul 1 Jahresprojekt (Teil 2) 7. Semester Wahlpflichtmodul 2 Wahlpflichtmodul 3 Thesis 
",https://www.studycheck.de/studium/mechatronik/hs-furtwangen-4646,https://www.hfu-campus-tuttlingen.de/studiengaenge/mechatronik-digitale-produktion/,Medien & Kommunikation,Medienproduktion,Digitale Medienproduktion,HFU - Hochschule Furtwangen,Tuttlingen,B.Sc.,Bachelor of Science,Deutsch,7 Semester,19,4.0,0.95
True,Medientechnik,"
 Neben Grundlagenausbildung in Elektro- und Informationstechnik bieten wir folgenden medientechnischen Schwerpunkte an:   Grundlagen der Medientechnik Audiotechnik Medienproduktionstechnik Broadcastsystemtechnik Videotechnik Informationsverarbeitung Audio-Video HDTV Digital Cinema Medienarchive Radio- und Fernsehtechnik Planung studiotechnischer Anlagen 
",https://www.studycheck.de/studium/druck-und-medientechnik/hs-anhalt-5482,http://www.emw.hs-anhalt.de/www/index.php?id=171&utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Studiengang&utm_term=Medientechnik-B.Eng.-5482,Medien & Kommunikation,Medientechnik,Druck- und Medientechnik,Hochschule Anhalt,Köthen,B.Eng.,Bachelor of Engineering,Deutsch,7 Semester,1,4.5,1.0
True,Medientechnik,"
 In den ersten drei Semestern erarbeitest du dir grundlegende Fächer. Ausgewählte Themengebiete der Medientechnik werden im vierten Semester behandelt. Ab dem fünften Semester bieten spezielle Lehrveranstaltungen eine weitere fachliche Vertiefung. In einer Paxisphase arbeitest du in einem Betrieb mit. Das Studium schließt du mit der Bachelor-Arbeit ab. 1.–3. Semester Einführung Medientechnik, Mathematik, Informatik, Programmierung, Hardware-Grundlagen, Design, Audio-/Videotechnik ... 4. Semester Rechnernetze, E-Commerce, Computergrafik, Internetprogrammierung 5. Semester Vertiefung spezieller Themen, Computeranimation, Studiotechnik 6. Semester Codierung multimedialer Daten 7. Semester Praxisphase, Bachelor-Arbeit 
",https://www.studycheck.de/studium/druck-und-medientechnik/hs-emden-leer-12215,https://www.hs-emden-leer.de/studieren/studienangebot/alle-studiengaenge/medientechnik/,Medien & Kommunikation,Medientechnik,Druck- und Medientechnik,Hochschule Emden/Leer,Emden,B.Eng.,Bachelor of Engineering,Deutsch,7 Semester,14,4.0,1.0
False,Film und Fernsehen,"
 Im Studiengang Film und Fernsehen verschmelzen mehrere klassische Kunst-, Gestaltungs- und Kommunikationsformen. Sie sind Inhalt des insgesamt 7-semestrigen Studiums an der Hochschule Macromedia, das ein breites theoretisches Fachwissen mit praktischem Filmhandwerk kombiniert und stets die aktuellsten Branchenentwicklungen in den Mittelpunkt rückt.  Die ersten und einheitlichen Grundsemester geben Ihnen Gelegenheit, Ihre persönliche Rolle im Filmteam zu finden und Ihre eigene fachliche Neigung zu entwickeln. Die Profilierung erfolgt dann in den Studienrichtungen Drehbuch, Kamera, Postproduktion, Regie und Visual Effects. Zahlreiche fachübergreifende Seminare und Projekte sorgen auch im Hauptstudium für einen erweiterten Blickwinkel und interdisziplinäre Erfahrungen.  Fester Bestandteil des Curriculums und echtes Highlight im dritten Semester ist ein zweiwöchiger Drehworkshop. Statt im Hörsaal lernen unsere Studierenden direkt beim Filmemachen. Erfahrene Profis stehen Ihnen dabei unterstützend zur Seite – von der Planung bis zur kritischen Analyse der entstandenen Arbeit.  Das sechste Semester führt Sie direkt in die Praxis und bietet Ihnen fast fünf Monate lang Gelegenheit, Ihr Studienwissen unmittelbar anzuwenden und zu erproben. Wo und in welchem Unternehmen, entscheiden Sie selbst.  
",https://www.studycheck.de/studium/fernsehen-und-film/hs-macromedia-14034,https://creative.macromedia-fachhochschule.de/studienangebot-bachelor/film/ueber-den-studiengang/,Medien & Kommunikation,"Film, Fernsehen & Hörfunk",Fernsehen und Film,Hochschule Macromedia,3 Standorte,B.A.,Bachelor of Arts,"Deutsch, Englisch",7 Semester,9,3.3,0.67
True,Film + Motion Design,"
 1. Semester (Studium Generale) Darstellungs- und Entwurfsmethodik Typografie I Programmlehre Kommunikationswissenschaften/Medientheorie Crossmediale Gestaltung I Grundlagen der Fotografie 2. Semester Produktion I Filmwissenschaften Postproduktion I Kommunikationsstrategie Crossmediale Gestaltung II Transdisziplinäres Angebot I 3. Semester Produktion II Interactive Media I Postproduktion II Wirtschaftswissenschaften Crossmediale Gestaltung III Transdisziplinäres Angebot II 4. Semester Mobilitätsphase Projekt Film + Motion Design 5. Semester Integrierte Produktion I Interactive Media II Postproduktion III Crossmediale Gestaltung IV Transdisziplinäres Angebot III 6. Semester Next Generation Media Exkursion Postproduktion IV Wettbewerb Crossmediale Gestaltung V Transdisziplinäres Angebot IV 7. Semester Integrierte Produktion II Gründung / Recht / Ethik Wissenschaftliches Kolloquium Bachelorthesis 
",https://www.studycheck.de/studium/film/srh-berlin-21209,https://www.srh-berlin.de/bachelor/studium-film-und-motion-design-berlin/,Medien & Kommunikation,"Film, Fernsehen & Hörfunk",Film,SRH Berlin University of Applied Sciences,Berlin,B.A.,Bachelor of Arts,"Deutsch, Englisch",7 Semester,3,3.7,1.0
True,Fotografie,NA,https://www.studycheck.de/studium/fotografie/srh-berlin-19634,https://www.srh-berlin.de/bachelor/studium-fotografie-berlin/,Medien & Kommunikation,Medienproduktion,Fotografie,SRH Berlin University of Applied Sciences,Berlin,B.A.,Bachelor of Arts,"Deutsch, Englisch",7 Semester,3,2.8,0.33
True,Fotografie/Medienkunst,"
 Künstlerische Praxis Kunstwissenschaft Interdisziplinäre Angebote Theoretisches Fundament Professionalisierung B.F.A.-Projekt  
",https://www.studycheck.de/studium/fotografie/hbk-essen-18137,https://www.hbk-essen.de/de/fotografie-medienkunst,Medien & Kommunikation,Medienproduktion,Fotografie,HBK - Hochschule der bildenden Künste Essen,Essen,B.F.A.,Bachelor of Fine Arts,Deutsch,7 - 11 Semester,1,3.1,0.0
True,Gestaltung - Fotografie und Bildmedien,"
 Inhalte der Studienrichtung Fotografie und Bildmedien: Das lernst Du bei uns: Dokumentarfotografie Porträtfotografie Architekturfotografie Künstlerische und konzeptuelle Fotografie Bildjournalismus Modefotografie und Styling Bildredaktion Bewegtbild und Multimedia Analoge und digitale Fototechnik Übergreifende Inhalte für alle vier Studienrichtungen: Interdisziplinäre Gestaltung Rauminszenierung und Video Raum, Plastik und Objekt Medientheorie und Designgeschichte Kunst- und Kulturwissenschaften Präsentationsenglisch Betriebswirtschaft und Existenzgründung Wissenschaftstheorien und wissenschaftliches Arbeiten 
",https://www.studycheck.de/studium/gestaltung/fh-bielefeld-23006,https://www.fh-bielefeld.de/studiengaenge/gestaltung,Medien & Kommunikation,Medienproduktion,Fotografie,FH Bielefeld,Bielefeld,B.A.,Bachelor of Arts,Deutsch,7 Semester,11,3.6,0.82
True,Game Art & 3D Animation,NA,https://www.studycheck.de/studium/gamedesign/sae-20954,https://www.sae.edu/deu/de/game-art-and-3d-animation-diploma-und-bachelor?utm_campaign=SAE-DEU-UDT-SGT-PDO-LDGNR-TACTICNA-CDNOTSET-20211203&utm_source=studycheck-premium-profile&utm_medium=link,Medien & Kommunikation,Medienproduktion,Gamedesign,SAE Institute,9 Standorte,Bachelor,Bachelor,Deutsch,4 - 6 Semester,6,3.4,0.67
True,Game Art and Design,"
 Digitale Spiele entwickeln und konzipieren Interdisziplinäre Angebote Theoretisches Fundament B.A.-Projekt 
",https://www.studycheck.de/studium/gamedesign/hbk-essen-23608,https://www.hbk-essen.de/de/game-art-design,Medien & Kommunikation,Medienproduktion,Gamedesign,HBK - Hochschule der bildenden Künste Essen,Essen,B.A.,Bachelor of Arts,Deutsch,7 Semester,8,4.0,0.88
True,Game Design,"
 1. Semester Wissenschaftliches Arbeiten Game Design I: Konzeption Grundlagen Art I: Visualisierungsprozesse Grundlagen Art II: Asset Design I Mathematik I Programmierung I 2. Semester Narrative Design I Game Design II: Dokumentation und Produktion Projekt I Spezialisierung Game Engineering Informatik I Programmierung II Spezialisierung Game Art Concept Art I: Inszenierung Game Asset Production I: 3D-Konstruktionstechniken 3. Semester  Game Design III: Interaction Design Narrative Design II: Interactive Storytelling Projekt II Spezialisierung Game Engineering Softwaretechnik Grafikprogrammierung Spezialisierung Game Art Concept Art II: Character & Creature Design Game Asset Production II: Production Pipeline 4. Semester Audiovisuelle Inszenierung Game Design IV: Level Design und Spielerführung Projekt III Spezialisierung Game Engineering Informatik II Game KI Spezialisierung Game Art Concept Art III: Environment Design Game Asset Production III: World & Environment Design 5. Semester  Angewandte Forschung Game Design V: Prozessmanagement Projekt IV Spezialisierung Game Engineering Tool & Backend-Entwicklung Game Physik Spezialisierung Game Art Concept Art IV: Asset Design Game Asset Production IV: Morphologische Inszenierung 6. Semester Praxissemester und Präsentation 7. Semester Medienmanagement Experimentelle Forschung Projekt V Abschlussarbeit mit Kolloquium 
",https://www.studycheck.de/studium/gamedesign/mdh-berlin-2989,http://www.mediadesign.de/studium/bachelor-studium/game-design-bsc/?utm_medium=affiliate&utm_source=studienportal&utm_campaign=studycheck,Medien & Kommunikation,Medienproduktion,Gamedesign,MEDIADESIGN Hochschule MD.H,3 Standorte,B.Sc.,Bachelor of Science,"Deutsch, Englisch",7 Semester,16,3.9,0.94
True,Game Design & Management,"
 Game Design Game Production Creative Coding Projektmanagement Gründungsmanagement Einführung in die Betriebswirtschaftslehre Design Thinking Marketing & Marktforschung Technical Application & Data Analytics Visuelle Kommunikation Social Media & Online Kommunikation Medienrecht 
",https://www.studycheck.de/studium/gamedesign/hs-fresenius-23746,https://www.hs-fresenius.de/studium/game-design-und-management-bachelor-vollzeitstudium/?crmid=bBcZabNcDaBaBak,Medien & Kommunikation,Medienproduktion,Gamedesign,Hochschule Fresenius,3 Standorte,B.A.,Bachelor of Arts,Deutsch,6 Semester,10,3.9,0.9
True,Game Design and Development,"
 Der Studiengang Game Design and Development B.A. umfasst Game Design, Narrative Design, Game Art und Game Technologie – er streckt sich also von gestalterischen über konzeptionelle bis zu technischen Inhalten und von analogen bis zu digitalen Ansätzen. Es geht darum, ein möglichst breites Verständnis zu erarbeiten, das von der Produktentwicklung bis zum fertigen Spiel reicht. Zudem dreht es sich um die Entwicklung der künstlerischen Persönlichkeit, die in die Spiele hineinfließt, um als Game Designer auch gefragt zu sein. Erfolgreiche Game Designer hauchen einem Spiel mit ihrer Kreativität und Authentizität Leben ein. 1. Semester  Language Proficiency and Intercultural Sensitivity | EN Gestaltungslehre Media Technologies Game Art I Game Design I Game Culture and History 2. Semester Wissenschaftliches Arbeiten Designmethoden und Modelle Game Engines und Scripting Game Develpment Spieleanalyse Storytelling 1 3. Semester (Ausland) Intercultural Communication | EN Project Management | EN Visual and Motion Design | EN Interaction and Interface Design | EN Interdisciplinary Project | EN 4. Semester Game Programming User Experience Spielmechaniken Charakter- und Weltendesign Project II  5. Semester Entrepreneurship Game Art 2 Game Design 2 Storytelling 2 Project III 6. Semester Kommunikationskompetenzen Studentisches Initiativprojekt Praktikum 7. Semester Design Gallery Bachelor Konzept Bachelor Seminar Abschlussprojekt   
",https://www.studycheck.de/studium/gamedesign/hs-macromedia-24367,https://creative.macromedia-fachhochschule.de/studienangebot-bachelor/game-design-and-development/,Medien & Kommunikation,Medienproduktion,Gamedesign,Hochschule Macromedia,4 Standorte,B.A.,Bachelor of Arts,Deutsch,6 - 7 Semester,11,3.8,0.82
True,Game Design und Interaktive Medien,"
 Grundlagen Interface- und Interaktionsdesign 2D Character Animation Concept Art Rigging und 3D-Animation Interactive and Visual Storytelling Level Design Modelling and Texturing Lighting und Shading Grundlagen Spieleentwicklung Programmierung und Visual Scripting Simulation und FX Game Engines und Projektmanagement Motion Design Interaktive Medien Sound Design Spielmechanik Und noch mehr fachliche und fachübergreifende Grundlagen! 
",https://www.studycheck.de/studium/gamedesign/hmkw-24999,https://www.hmkw.de/hochschule/fachbereiche/design/studiengaenge/ba-game-design-und-interaktive-medien/,Medien & Kommunikation,Medienproduktion,Gamedesign,HMKW,3 Standorte,B.A.,Bachelor of Arts,Deutsch,7 Semester,3,4.5,1.0
True,Game-Design,"
 Visuelle Kommunikation Animation und Visualisierung Informatik Technologie (2D, 3D und CAD) Audiovisuelle Dynamik Game-Development Digitales Gestalten Programmierung internationale Medien- und Designsprache Betriebswirtschaftslehre Personalwesen Projektmanagement Kreativpraxis mit Modellwerkstatt integriertes Design-Projekt 
",https://www.studycheck.de/studium/gamedesign/mahs-18820,https://www.media-hs.de/studium/game-design/,Medien & Kommunikation,Medienproduktion,Gamedesign,"mAHS, media Akademie - Hochschule Stuttgart",Stuttgart,B.A.,Bachelor of Arts,Deutsch,6 Semester,3,4.3,1.0
True,Visual FX & 3D Animation,NA,https://www.studycheck.de/studium/gamedesign/sae-18234,https://www.sae.edu/deu/de/visual-effects-vfx-and-3d-animation-diploma-und-bachelor?utm_campaign=SAE-DEU-UDT-SVX-PDO-LDGNR-TACTICNA-CDNOTSET-20211203&utm_source=studycheck-premium-profile&utm_medium=link,Medien & Kommunikation,Medienproduktion,Gamedesign,SAE Institute,9 Standorte,Bachelor,Bachelor,Deutsch,4 - 6 Semester,1,4.2,1.0
True,Grafikdesign und Visuelle Kommunikation,"
 Eine Besonderheit des Bachelor-Studiums an der HMKW ist die Aufteilung in allgemeinbildende (1/4 der Studienzeit) und fachspezifische Module (3/4 der Studienzeit). Interdisziplinär erwerben Sie grundlegendes Wissen in Bereichen wie Medien- und Kommunikationswissenschaft, Medienrecht oder digitale Ökonomie, das für ein Gesamtverständnis sowie die Einordnung der eigenen Kompetenzen wichtig ist. Die fachspezifischen Module umfassen Lehrveranstaltungen u. a. zu: Kunst-Designgeschichte und -theorie Gestaltungsprozess und Kreativität Farbe, Form, Komposition Grafik und Bild Fotografie Interface- und Interaktionsdesign Interaktive Medien Das Studium sieht ein Pflichtpraktikum vor, dessen Dauer vom gewählten Studientyp (klassisch oder dual) abhängt. Im dualen Studium werden zusätzlich die Ausbildungsinhalte für den IHK-Abschluss Mediengestalter/in Digital und Print mit Schwerpunkt Konzeption und Visualisierung vermittelt. 
",https://www.studycheck.de/studium/grafikdesign/hmkw-16408,http://www.hmkw.de/studium/bachelor-studium/ba-grafikdesign-und-visuelle-kommunikation/,Medien & Kommunikation,Mediendesign,Grafikdesign,HMKW,3 Standorte,B.A.,Bachelor of Arts,Deutsch,6 - 8 Semester,45,3.6,0.87
True,Illustration,NA,https://www.studycheck.de/studium/illustration/srh-berlin-20777,https://www.srh-berlin.de/bachelor/studium-illustration-berlin/,Medien & Kommunikation,Mediendesign,Illustration,SRH Berlin University of Applied Sciences,Berlin,B.A.,Bachelor of Arts,"Deutsch, Englisch",7 Semester,1,4.0,1.0
True,Illustration,"
 Die  Hochschule für Kommunikation und Gestaltung  bietet mit ihrem Studienkonzept eine wissenschaftlich fundierte und praxisorientierte Ausbildung für zukünftige Illustratoren.   STUDIENFÄCHER Narrative Illustration  Sach-und Wissenschaftsillustration Malerei und Zeichnen Medientechnik Fotografie Designtheorie Interaktive Illustration Animation und Motiondesign  Digital Art Typografie/ Layout Projektmanagement Wissenschaftliches Arbeiten  
",https://www.studycheck.de/studium/illustration/hfk-g-23068,https://www.hfk-bw.de/stuttgart/studium/illustration.html,Medien & Kommunikation,Mediendesign,Illustration,Hochschule für Kommunikation und Gestaltung HfK+G,Stuttgart,B.A.,Bachelor of Arts,Deutsch,6 Semester,3,3.0,0.67
True,Game Design und Interaktive Medien,"
 Grundlagen Interface- und Interaktionsdesign 2D Character Animation Concept Art Rigging und 3D-Animation Interactive and Visual Storytelling Level Design Modelling and Texturing Lighting und Shading Grundlagen Spieleentwicklung Programmierung und Visual Scripting Simulation und FX Game Engines und Projektmanagement Motion Design Interaktive Medien Sound Design Spielmechanik Und noch mehr fachliche und fachübergreifende Grundlagen! 
",https://www.studycheck.de/studium/gamedesign/hmkw-24999,https://www.hmkw.de/hochschule/fachbereiche/design/studiengaenge/ba-game-design-und-interaktive-medien/,Medien & Kommunikation,Medienwissenschaften,Interaktive Medien,HMKW,3 Standorte,B.A.,Bachelor of Arts,Deutsch,7 Semester,3,4.5,1.0
False,Interactive Media,"
 In einem zweijährigen Grundstudium legen Interactive Media-Studierende mit einer Spezialisierung als  Transmedia/Games Arstist  oder  Transmedia/Games Director  das Fundament für ihre individuelle Game Design- bzw. Interactive Media Design-Sprache. Gemeinsam mit Studierenden anderer Fachbereiche der Filmakademie Baden-Württemberg erlernen sie die Grundlagen des Film- und Medienschaffens sowie der Animation. Interactive Media-Studierende mit einer Spezialisierung als  Transmedia/Games Producer studieren  ein Grundstudium in Produktion mit einem Fokus auf interaktive Medien. Anschließend folgt ein Projektstudium, in dem alle Studierende in Teamarbeit Medienprodukte wie ein Game, eine Mobile-App oder ähnliche interaktive Anwendungen entwickeln und realisieren. Bereits im Studium kommen sie mit Playern der Game- und Kreativindustrie in Kontakt. 
",https://www.studycheck.de/studium/interaktive-medien/fabw-22455,https://animationsinstitut.de/de/studium/interaktive-medien/allgemeine-informationen/ueber-das-studium/,Medien & Kommunikation,Medienwissenschaften,Interaktive Medien,Filmakademie Baden-Württemberg,Ludwigsburg,Diplom,Diplom,"Deutsch, Englisch",9 Semester,1,4.2,1.0
True,Digital Marketing,"
 1. Semester Business Economics  Empirical Research Methods Strategic Analysis and Management Innovation and Change Management Corporate Social Responsibility Corporate Governance Digital Strategy Development Digital Storytelling Business English Foreign Language Advanced Intercultural Team- and Selfmanagement 2. Semester International Economics Managerial Accounting Digital Content Creation Interdisciplinary Elective Advanced Digital Marketing Online and Social Media Management Business Project Foreign Language International Project Management 3. Semester Big Data and Cloud Management Omni-Channel Commerce Social Media Monitoring Interdisciplinary Elective Media Planning Capstone Simulation Game Master Thesis Tutorial Foreign Language Skills Elective 4. Semester Master Thesis 
",https://www.studycheck.de/studium/international-media-management/cbs-9728,https://link.cbs.de/301q2,Medien & Kommunikation,Medienmanagement,International Media Management,CBS International Business School,Köln,M.A.,Master of Arts,Englisch,4 Semester,5,4.6,1.0
True,International Media Management,"
 1. und 2. Semester Medienwirtschaft Informations- und Kommunikationstechnologie (IKT) Language 1 Webtechnologie Bild- und Tontechnologie Design Intercultural Competences 3. Semester Language 2 Implementation Skills Finanz- und Rechnungswesen Medienmarketing Organisation und Personal International Management 4. Semester Die Kurse des vierten Semesters werden überwiegend von Gastdozenten von internationalen Partnerhochschulen vor Ort in Wiesbaden unterrichtet. Research Studies 1 Case Studies in International Media Management Current Topics of International Media Management 5. Semester Das fünfte Semester ist ein Auslandsemester, das an einer Hochschule im Ausland in englischer Sprache absolviert werden muss. 6. und 7. Semester Project Studies International Studies Work Experience Research Studies 2 Medienwissenschaften Bachelor’s-Thesis 
",https://www.studycheck.de/studium/international-media-management/hs-rheinmain-25441,https://www.hs-rm.de/de/fachbereiche/design-informatik-medien/studiengaenge/international-media-management-bsc#infos-fuer-studieninteressierte-106893,Medien & Kommunikation,Medienmanagement,International Media Management,Hochschule RheinMain,Wiesbaden,B.Sc.,Bachelor of Science,"Deutsch, Englisch",7 Semester,3,4.3,1.0
